,english_name,french_name,spanish_name,Country,ISO639-3_codes,endangerment_degree,alternate_names,name_in_the_language,number_of_speakers,Latitude,Longitude,location_description,GDP_per_capita_US_dollars,expenditure_on_research_and_development_GDP_percentage,co2_emissions_percapita_metric_tons,tourist_arrivals_thousands,threatened_species_total_number,expenditure_on_secondary_education,population_mid_year_estimates_millions,international_migrants_number,land_area_thousand_hectars,internet_usage_percentage_of_people,expenditure_on_education_percentage_GDP,expenditure_on_health_percentage_of_GDP,continent,family,language_vitality_level,country_vitality_level,Continent
2359,Karipuna,karipuna,karipuna,Brazil,kuq,Definitely endangered,"Kawahíb, Caripuna",NA,10,-10.2284,-64.5556,"Indigenous lands Karipuna, north-western Rondônia, Upper Madeira River - Brazil.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Pano-Tacanan,4,3.747368421,South America
2360,Katawixi,katawixí,catahuichí,Brazil,xat,Critically endangered,"Catawixi, Catauixi, Catawishi",NA,10,-8.8416,-66.0937,"The group lives in the indigenous lands Jacareúba/Katawixi, Jacareúba River, a right-bank tributary of the Purus River, Municipality of Canutama, Amazonas State - Brazil.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Katukinan,2,3.747368421,South America
2361,Kawaiisu,kawaiisu,kawaiisu,United States of America,xaw,Critically endangered,NA,NA,10,35.0589,-118.4026,NA,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Uto-Aztecan,2,2.40969163,Unspecified
2362,Khövsgöl Uryangkhay,ouïghour uryangkhai,urianjai de Khövsgöl,Mongolia,NA,Critically endangered,Khövsgöl Uryangkhai; Khövsgöl Uryankhay; Khövsgöl Uryankhai; Uyghur Uryangkhay; Uighur Uryangkhai,NA,10,50.9722,101.3159,to the east of Lake Khövsgöl in Khövsgöl League in the northernmost region of Mongolia,2643,0.2,5.2,456,36,97,2.72,16062,155356,10.2,4.6,3.7,NA,NA,2,3.571428571,Asia
2363,Krenak,krenák,botokudo,Brazil,kqq,Critically endangered,"Crenaque, Nakrehé, Krenak-Nakrehé, Borun, Crenac, Krenac, Botocudos, Aimorés",NA,10,-19.1937,-41.1527,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Nuclear-Macro-Je,2,3.747368421,South America
2364,Kurrama,kurrama,kurrama,Australia,vku,Critically endangered,"Kurama, Gurama, Karama, Korama.",NA,10,-21.6383,117.9711,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,2,2.935185185,Oceania
2365,Lardil,lardil,lardil,Australia,lbz,Critically endangered,"Leedil, Ladil, Lardill, Laierdila, Kunana.",NA,10,-16.5526,139.3176,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Tangkic,2,2.935185185,Oceania
2366,Lom,"belom, mapor",lom,Indonesia,NA,Critically endangered,NA,NA,10,-1.6751,105.8917,Sumatra,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,NA,NA,2,3.577181208,Asia
2367,Lorediakarkar,lorediakarkar,lorediakarkar,Vanuatu,lnn,Critically endangered,NA,NA,10,-15.1967,167.0498,Central East Coast of Santo Island,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2368,Madngele,madnegele,madngele,Australia,zml,Critically endangered,"Matngala, Matngele, Warat, Madngela, Maangella, Mandella, Muttangulla.",NA,10,-13.3789,130.5395,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Eastern Daly,2,2.935185185,Oceania
2369,Malak Malak,malak-malak,mulukomuluko,Australia,mpb,Critically endangered,"Mullukmulluk, Malak-Malak, Malagmalag, Ngolak-Wonga, Nguluwongga.",NA,10,-13.7713,130.6384,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2370,Manchu (Amur),mandchou (Amour),manchú (Amur),China,"juc, mnc",Critically endangered,NA,NA,10,49.7666,127.5,Dawujia village in Aihui County of Heihe Prefecture of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
2371,Manchu (Nonni),mandchou (Nonni),manchú (Nonni),China,"juc, mnc",Critically endangered,NA,NA,10,48.0083,124.3542,Sanjiazi village in Fuyu County of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
2372,Mandan,mandan,mandano,United States of America,mhq,Critically endangered,NA,NA,10,47.5165,-102.2461,"Mandan, at Twin Buttes, ND,  is one of the Three Affiliated Tribes, sharing  the Fort Berthold Reservation in North Dakota with Hidatsa and the Arikara.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Siouan,2,2.40969163,Unspecified
2373,Marrisyefin,maridjabin,maridjabin,Australia,zmj,Critically endangered,"Maridjabin, Marridan, Maretyabin, Maridyerbin, Maredyerbin.",NA,10,-13.934,129.8254,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2374,Massalat,massalat,massalat,Chad,mdg,Critically endangered,NA,NA,10,12.7635,20.5993,NA,918,0.3,NA,71,30,124,11.95,417034,125920,1.7,2,4.1,Africa,Maban,2,2.896551724,Africa
2375,Matanvat,matanvat,matanvat,Vanuatu,NA,Critically endangered,NA,NA,10,-15.8972,167.1947,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2376,Matipu,matipu,matipuhy,Brazil,mzo,Critically endangered,Uagihütü,NA,10,-12.2366,-53.1875,"The group lives in the indigenous lands Parque Indígena do Xingu, in the villages Magijapei, Jagamü, Künga-Hünga, Municipality of Gaúcha do Norte and Querência, Mato Grosso State - Brazil.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2377,Mawayana (Brazil),mawayana (Brésil),mawayana (Brasil),Brazil,"mpw, mzx",Critically endangered,Mapidian,NA,10,-0.9447,-58.2495,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2378,Mawayana (Brazil),mawayana (Brésil),mawayana (Brasil),Suriname,"mpw, mzx",Critically endangered,Mapidian,NA,10,-0.9447,-58.2495,NA,8256,NA,3.3,205,65,15,0.53,39713,15600,31.6,NA,5,NA,NA,2,3,South America
2379,Munsee (Canada),munsee (Canada),unamí (Canadá),Canada,umu,Critically endangered,Delaware,NA,10,42.57,-81.879,Spread over 4 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,2,3.322580645,North America
2380,Naati,naati,naati,Vanuatu,NA,Critically endangered,NA,NA,10,-16.515,167.4645,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2381,Ngardi,ngardi,engardi,Australia,wpb,Critically endangered,NA,NA,10,-20.6327,128.5839,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,2,2.935185185,Oceania
2382,Ngbinda,ngbinda,ngbinda,Democratic Republic of the Congo,nbd,Critically endangered,NA,NA,10,4.6092,27.0812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.666666667,Unspecified
2383,Northern Paiute (Idaho),paiute du nord (Idaho),payuté septentrional (Idaho),United States of America,pao,Critically endangered,"Paviotso, Bannock",NA,10,43.0439,-112.4566,"Sho-Ban Tribe of Fort Hall Reservation, Idaho. Speakers of Northern Paiute are found in communities in Oregon, Nevada, California, and Idaho.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2384,Nusa Laut,nusa laut,nusa laut,Indonesia,nul,Critically endangered,NA,NA,10,-3.6833,128.8,"Nusa Laut and Lease Islands, Maluku",3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,Papunesia,Austronesian,2,3.577181208,Asia
2385,Oneida (Wisconsin),oneida (Wisconsin),oneida (Wisconsin),United States of America,one,Critically endangered,NA,NA,10,44.5158,-88.0075,"At Green Bay, WI; Oneida, NY. In Canada: Thames River near London, Ontario.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2386,Onondaga (New York),onondaga (New York),onondaga (Nueva York),United States of America,ono,Critically endangered,NA,NA,10,43.047,-76.1422,"Near Syracuse, NY; Six Nations Reserve, Ontario, Canada.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2387,Osage,osage,osague,United States of America,osa,Critically endangered,NA,NA,10,36.6683,-96.3316,"In  northeastern Oklahoma, around Pawhuska.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Siouan,2,2.40969163,Unspecified
2388,Parintintin,parintintín,parintintin,Brazil,pah,Critically endangered,Kagwahiwa,NA,10,-6.5773,-61.7871,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2389,Pawnee,pawnee,paní,United States of America,paw,Critically endangered,NA,NA,10,36.3372,-96.8032,In Pawnee County in north central Oklahoma.,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Caddoan,2,2.40969163,Unspecified
2390,Puari,puari,puari,Papua New Guinea,pux,Critically endangered,NA,NA,10,-2.8689,141.6577,Sandaun (West Sepik) Province,1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,NA,NA,2,3.214285714,Oceania
2391,Rembarrnga,rembaranga,rembarunga,Australia,rmb,Critically endangered,"Rembarrunga, Rembarranga, Rainbargo, Kaltuy.",NA,10,-13.3896,133.6706,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Gunwinyguan,2,2.935185185,Oceania
2392,Sene,sene,sene,Papua New Guinea,sej,Critically endangered,NA,NA,10,-6.3753,147.7825,Morobe Province,1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Nuclear Trans New Guinea,2,3.214285714,Oceania
2393,Sowa,sowa,sowa,Vanuatu,NA,Critically endangered,NA,NA,10,-15.8609,168.1842,Pentecost,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,2,3,Oceania
2394,Susuami,susuami,susuami,Papua New Guinea,ssu,Critically endangered,NA,NA,10,-7.2044,146.5493,"Upper Watut River valley, outside Bulolo town, Morobe Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Angan,2,3.214285714,Oceania
2395,Taap,taap,wantoat,Papua New Guinea,wnc,Critically endangered,NA,NA,10,-6.146,146.3955,"Kaiapit District, Morobe Province",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,NA,NA,2,3.214285714,Oceania
2396,Tape,tape,tape,Vanuatu,NA,Critically endangered,Maraghus,NA,10,-16.0953,167.3094,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
2397,Ter Saami,saami ter,saamí de Ter,Russian Federation,sjt,Critically endangered,NA,NA,10,68.0638,38.7063,"earlier the eastern parts of Lovozero County in Murmansk Province, from where the speakers were translocated to Lovozero",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Uralic,2,3.135135135,Europe
2398,Thao,thao,thao,China,ssf,Critically endangered,"Chuihwan, Vulung, Sao",NA,10,23.8808,120.9206,Taiwan Province,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,Papunesia,Austronesian,2,3.587837838,Asia
2399,Tule-Kaweah Yokuts,yokuts de Tule-Kaweah,yokuts de Tule-Kaweah,United States of America,yok,Critically endangered,NA,NA,10,36.0269,-118.7213,"In the Sierra Nevada foothills along the Tule and Kaweah Rivers, east of Porterville, CA; Tule River Reservation.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Yokutsan,2,2.40969163,Unspecified
2400,Tundra Enets,enets de la toundra,éncico de la tundra,Russian Federation,enh,Critically endangered,Madu; Somatu; маду; сомату,NA,10,71.6973,83.5839,the village of Vorontsovo in Ust’-Yeniseysk County in the former Taymyr (Dolgan and Nenets) Autonomous District,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Uralic,2,3.135135135,Europe
2401,Wichita,wichita,quivira,United States of America,wic,Critically endangered,NA,NA,10,35.0647,-98.2788,"Today Wichita live in Caddo County in central Oklahoma,  in and around the town of Anadarko.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Caddoan,2,2.40969163,Unspecified
2402,Xambioá,kaparajá,chamboa,Brazil,kpj,Critically endangered,Karajá,NA,10,-7.1717,-49.1583,"Parque Indígena do Araguaia, States of Tocantins and Goiás, Brazil
Karajá, Javaé, and Xambioá are dialects on one language, all having the self-designation iny [i'nã].  Javaé is the most divergent according to Ribeiro.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2403,Yawalapiti,yawalapiti,yawalapití,Brazil,yaw,Critically endangered,Iaualapiti,NA,10,-12.1702,-53.3365,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2404,Yiiji,yiiji,yiiji,Australia,wub,Critically endangered,"Unambal, Wunambal, Wunambullu, Yeidji, Yeithi, Jeidji, Jeithi.",NA,10,-15.8458,127.6281,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2405,Arára Shawãdáwa,arara-shawanawa,catuquina,Brazil,knt,Critically endangered,Shawanauá,NA,9,-8.581,-72.29,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,2,3.747368421,South America
2406,Kuuku Ya'u,kuuku-ya'u,kuuku-ya'u,Australia,kuy,Critically endangered,"Gugu Yau,  Ya'o, Koko-Ja'o, Kokoyao, Bagadji, Pakadji.",NA,9,-12.0185,142.8112,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,NA,NA,2,2.935185185,Oceania
2407,Ngandi,ngandi,engandi,Australia,nid,Critically endangered,NA,NA,9,-13.6459,135.2087,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Gunwinyguan,2,2.935185185,Oceania
2408,Ngarluma,ngarluma,engarluma,Australia,nrl,Critically endangered,"Narluma,  Ngaluma, Gnalouma, Gnalluma, Ngallooma.",NA,9,-21.1664,117.3339,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,2,2.935185185,Oceania
2409,Zaparo,zaparo,záparo,Ecuador,zro,Critically endangered,Kayapi (According to the Zapara Organization in Ecuador),NA,9,-2.2186,-76.5087,Ecuador: Province of Pastaza.,4634,0.4,2.1,1047,2255,700,15.01,375253,24836,29,4.5,7.1,NA,NA,2,3.3,South America
2410,Zaparo,zaparo,záparo,Peru,zro,Critically endangered,Kayapi (According to the Zapara Organization in Ecuador),NA,9,-2.2186,-76.5087,Ecuador: Province of Pastaza.,5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,2,3.209677419,South America
2411,Ongota,ongota,birale,Ethiopia,bxe,Critically endangered,Birale,NA,8,5.3207,37.2244,NA,300,0.2,0.1,468,120,597,87.64,568748,112925,0.8,4.5,5.5,Africa,NA,2,3.321428571,Africa
2412,Ajuru,ayuru,huayoró,Brazil,wyr,Severely endangered,"Ajurú or Wayurú, Wayoró",NA,8,-12.0178,-64.7534,"The group living in indigenous lands Rio Guaporé, south-western Rondônia  - Brazil",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,3,3.747368421,South America
2413,Araki,araki,araki,Vanuatu,akr,Critically endangered,NA,NA,8,-15.6322,166.9413,"Araki Island, Santo",2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,Papunesia,Austronesian,2,3,Oceania
2414,Ayapanec,ayapanec,ayapaneco,Mexico,NA,Critically endangered,numte oote,NA,8,18.2241,-93.1108,"Locality of Ayapa, Municipality of Jalpa de Méndez, state of Tabasco",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,2,3.846153846,North America
2415,Busuu,busuu,busú,Cameroon,bju,Critically endangered,NA,NA,8,6.8282,10.1087,NA,1285,NA,0.2,573,624,373,20.34,291474,47271,4.3,3,3.8,Africa,Atlantic-Congo,2,2.416666667,Africa
2416,Chamicuro,chamicuro,chamicuro,Peru,ccc,Critically endangered,Chamekolo,NA,8,-5.5285,-75.5969,"Departamento de Loreto, provincia  de Alto Amazonas, distrito de  Lagunas, localidad de Pampa Hermosa (en un afluente del río Huallaga)",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,South America,Arawakan,2,3.209677419,South America
2417,Dumi,dumi,dumí,Nepal,dus,Critically endangered,दुमि; दुमी,NA,8,27.3095,86.7521,Khoṭāṅ district.,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,Eurasia,Sino-Tibetan,2,3.85915493,Asia
2418,Kayardild,kayardild,gayardil,Australia,gyd,Critically endangered,"Gajadilt, Gajardild, Gayadilt, Gayardild, Gayardilt, Kaiadilt, Malununda",NA,8,-17.1197,139.4604,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Tangkic,2,2.935185185,Oceania
2419,Munichi,munichi,muniche,Peru,myr,Critically endangered,NA,NA,8,-5.8182,-76.1846,"En el poblado de  Muniches, cerca de  Yurimaguas, en el departamento de  Loreto",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,2,3.209677419,South America
2420,N|uu,n|uu,engukí,South Africa,ngh,Critically endangered,"Ŋǀuu, ǂKhomani",NA,8,-28.5169,21.4453,"4 speakers in the Upington area (pointer), 1 in Oifantshoek area, 3 in Andriesvale-Witdraai area. Rumors about two possible speakers in Khwa.",7329,0.7,8.2,8074,441,2679,51.22,2114801,121309,24,5.7,7.4,NA,NA,2,1.3,Africa
2421,Xetá,xetá,xetá,Brazil,xet,Critically endangered,"héta, chetá, setá",NA,8,-23.2867,-53.3935,"Brazil, Paraná State",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Tupian,2,3.747368421,South America
2422,Kiksht,kiksht,kiksht,United States of America,chh,Critically endangered,"Upper Chinook, Wasco-Wishram",NA,7,44.2708,-121.2871,The Wasco variety is represented by five elderly speakers on the Warm Springs Reservation in north-central Oregon.  The Wishram variety is spoken by two elders on the Yakama Reservation in eastern Washington,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2423,Makolkol,makolkol,makolkol,Papua New Guinea,zmh,Critically endangered,NA,NA,7,-4.8994,151.6827,East New Britain,1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Baining,2,3.214285714,Oceania
2424,Akuntsu,akuntsu,akuntsu,Brazil,NA,Critically endangered,"Akunt'su, Akuntsú",NA,6,-13.1169,-61.018,"The group lives in indigenous lands Rio Omoréré, south-eastern Rondônia  - Brazil",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Tupian,2,3.747368421,South America
2425,Anambé,anambé,anambé,Brazil,aan,Critically endangered,NA,NA,6,-2.7674,-49.2297,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,South America,Tupian,2,3.747368421,South America
2426,Arabana,arabana,arabana,Australia,ard,Critically endangered,NA,NA,6,-28.6134,135.8349,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Pama-Nyungan,2,2.935185185,Oceania
2427,Ipai,diegueño du nord,ipái,United States of America,dih,Critically endangered,Northern Diegueño,NA,6,32.9359,-116.868,"Four communities in northwestern San Diego County, including Mesa Grande, Santa Ysabel, San Pasqual, and Barona.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Cochimi-Yuman,2,2.40969163,Unspecified
2428,Karaim (Western Ukraine),karaïm (Ukraine occidentale),karaím (Ucrania occidental),Ukraine,kdr,Critically endangered,NA,NA,6,50.7538,25.3351,towns of Luts’k (Lutsk) and Halych (Galich),2970,0.8,5.8,21203,61,844,45.79,4818767,57932,23.3,7.3,6.8,NA,NA,2,3.529411765,Europe
2429,Kings River Yokuts,yokuts kings river,yokuts del río Kings,United States of America,yok,Critically endangered,NA,NA,6,36.9104,-118.9261,"East of Fresno, CA.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,2,2.40969163,Unspecified
2430,Korana,korana,korana,South Africa,kqz,Critically endangered,"!Ora, !Kora, Gri",NA,6,-26.9352,24.1254,NA,7329,0.7,8.2,8074,441,2679,51.22,2114801,121309,24,5.7,7.4,Africa,Khoe-Kwadi,2,1.3,Africa
2431,Mangarrayi,mangarayi,mangarai,Australia,mpc,Critically endangered,"Mangarayi, Mungerry, Mangarai, Manggarai, Mungarai, Ngarrabadji",NA,6,-14.8067,133.8793,NA,58654,2.4,17.4,5790,853,1301,22.15,5882980,768230,76,5.6,8.4,Australia,Mangarrayi-Maran,2,2.935185185,Oceania
2432,Northern Sierra Miwok,miwok de la Sierra du nord,miwokano serrano septentrional,United States of America,nsq,Critically endangered,NA,NA,6,38.4008,-120.5351,Spoken at the Jackson Rancheria near Westpoint,48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Miwok-Costanoan,2,2.40969163,Unspecified
2433,Abaga,abaga,abaga,Papua New Guinea,abg,Critically endangered,NA,NA,5,-6.1883,145.5976,"North of Henganofi, around Kisi, Eastern Highlands Province, eastern part of the Goroka District",1949,0,NA,140,453,136,7.31,30425,45286,1.3,1.9,2.1,Papunesia,Nuclear Trans New Guinea,2,3.214285714,Oceania
2434,"Aleut (Western, Commander Islands)","aleut (occidental, îles du Commandeur)","aleutiano (occidental, islas del Comandante)",Russian Federation,ale,Critically endangered,NA,NA,5,55.171,166.094,"Bering Island, one of the Commander Islands in the west of the Aleutian chain, near Kamchatka, in Kamchatka Province; moved there from Attu Island in Alaska in the early 19th century; cf. Copper Island Aleut",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,NA,NA,2,3.135135135,Europe
2435,Aqaw Gelao,gelao aqaw,aqao,China,gio,Critically endangered,"Gao, Qaw",NA,5,28.7447,106.0714,NA,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
2436,Aveteian,aveteian,aveteian,Vanuatu,NA,Critically endangered,NA,NA,5,-16.3985,167.4213,Malekula,2967,NA,NA,97,121,6,0.24,2991,1219,8,5,3.4,NA,NA,2,3,Oceania
